2026039|2026-04-09|08,17,18,21,25,30|05|1934981238|1|10000000
2026038|2026-04-07|01,02,13,23,25,27|05|1933841973|8|6202609
2026037|2026-04-05|11,22,27,29,31,33|12|1973841973|72|1388888
2026036|2026-04-02|06,10,12,15,22,28|08|2063784926|9|5684766
2026035|2026-03-31|02,06,12,24,25,32|02|2108784926|6|7153892
2026034|2026-03-29|01,03,07,13,22,23|07|2138784926|13|5653247
2026033|2026-03-26|03,06,13,21,28,29|06|2203784926|15|5619305
2026032|2026-03-24|01,03,11,18,31,33|02|2278784926|6|7330318
2026031|2026-03-22|03,10,12,13,18,33|08|2308784926|10|5408805
2026030|2026-03-19|10,11,14,19,22,24|04|2358784926|5|7573704
2026029|2026-03-17|06,19,22,23,28,31|05|2383784926|4|7239119
2026028|2026-03-15|02,06,09,17,25,28|15|2403784926|5|7757204
2026027|2026-03-12|02,13,17,18,25,26|13|2428784926|23|4347826
2026026|2026-03-10|02,09,16,22,25,29|03|2518926159|7|6119470
2026025|2026-03-08|02,03,15,20,23,24|10|2553926159|7|6639739
2026024|2026-03-05|01,02,13,21,23,29|14|2588926159|2|10000000
2026023|2026-03-03|01,03,08,10,23,29|06|2592273374|12|5612828
2026022|2026-03-01|15,18,23,25,28,32|11|2652273374|6|6366973
2026021|2026-02-26|03,13,25,26,30,31|04|2682273374|6|7076614
2026020|2026-02-24|01,13,14,21,24,30|02|2712273374|2|10000000
2026019|2026-02-12|07,08,16,17,18,30|01|2716368081|7|6673652
2026018|2026-02-10|11,15,17,22,25,30|07|2751368081|6|5577851
2026017|2026-02-08|01,03,05,18,29,32|04|2781368081|6|6934706
2026016|2026-02-05|04,05,09,10,27,30|13|2811368081|8|5687274
2026015|2026-02-03|07,10,13,22,27,31|12|2851368081|5|7580431
2026014|2026-02-01|07,13,19,22,26,32|01|2876368081|17|5882352
2026013|2026-01-29|04,09,12,13,16,20|01|2961315457|5|9433203
2026012|2026-01-27|03,05,07,16,20,24|08|2925358915|8|6799445
2026011|2026-01-25|02,03,04,20,31,32|04|2925771107|3|10000000
2026010|2026-01-22|04,09,10,15,19,26|12|2865932466|19|5702151
2026009|2026-01-20|03,06,13,19,23,25|10|2924245047|9|6911676
2026008|2026-01-18|06,09,16,27,31,33|10|2921931052|6|8725252
2026007|2026-01-15|09,13,19,27,29,30|01|2890464389|7|7349262
2026006|2026-01-13|02,06,22,23,24,28|15|2880241083|2|10000000
2026005|2026-01-11|01,20,22,27,30,33|10|2821524165|4|10000000
2026004|2026-01-08|03,07,08,09,18,32|10|2782271788|4|8704419
2026003|2026-01-06|05,06,09,21,28,30|16|2761523177|3|10000000
2026002|2026-01-04|01,05,07,18,30,32|02|2717326577|12|6797096
2026001|2026-01-01|02,06,11,12,13,33|15|2718022399|4|9520395
2025151|2025-12-30|08,09,14,22,28,30|04|2688298050|6|7732391
2025150|2025-12-28|06,13,17,19,24,31|08|2673213583|7|7756937
2025149|2025-12-25|01,02,04,06,22,30|10|2655142533|13|6418616
2025148|2025-12-23|03,04,09,10,15,22|16|2669426999|8|7480485
2025147|2025-12-21|01,03,05,08,22,33|08|2654856315|21|5719540
2025146|2025-12-18|05,07,12,24,26,28|02|2718302859|9|7076977
2025145|2025-12-16|11,12,15,18,25,32|14|2711897665|15|6220919
2025144|2025-12-14|01,08,15,20,26,33|13|2736534730|18|6211544
2025143|2025-12-11|02,09,12,13,15,24|03|2766563293|7|8038443
2025142|2025-12-09|02,13,15,23,27,31|16|2743073255|3|10000000
2025141|2025-12-07|02,04,05,10,12,13|06|2697873796|10|7082448
2025140|2025-12-04|01,03,04,12,18,24|05|2690606470|4|9980899
2025139|2025-12-02|02,05,17,22,30,33|06|2655816573|3|10000000
2025138|2025-11-30|10,13,14,23,24,27|15|2620027948|2|10000000
2025137|2025-11-27|02,08,11,23,27,29|05|2563690940|12|6227322
2025136|2025-11-25|08,10,14,23,28,32|12|2583189299|43|5467124
2025135|2025-11-23|01,02,05,09,25,32|10|2742951835|7|7811499
2025134|2025-11-20|03,05,09,13,26,29|12|2723830474|12|6386866
2025133|2025-11-18|05,14,17,19,20,33|07|2738063876|21|5571098
2025132|2025-11-16|04,08,10,21,23,32|11|2810082951|8|7322334
2025131|2025-11-13|03,13,14,18,24,31|03|2798991596|8|7835944
2025130|2025-11-11|01,05,08,14,19,23|06|2776600809|14|5638811
2025129|2025-11-09|03,04,07,13,20,30|03|2822006563|16|6390891
2025128|2025-11-06|02,10,18,19,24,27|01|2840807340|7|6365206
2025127|2025-11-04|03,09,15,17,19,28|03|2849527123|8|6934963
2025126|2025-11-02|02,12,13,16,19,25|10|2846957929|7|8140985
2025125|2025-10-30|03,09,12,13,26,32|09|2821493961|17|5742924
2025124|2025-10-28|01,02,18,19,21,33|13|2871762236|14|6708770
2025123|2025-10-26|07,09,23,24,25,26|10|2875974569|11|6848170
2025122|2025-10-23|16,18,19,20,25,31|13|2875067397|6|8503343
2025121|2025-10-21|06,08,10,25,29,30|08|2847262236|13|5876512
2025120|2025-10-19|01,02,04,07,13,32|07|2880926922|1|10000000
2025119|2025-10-16|06,09,23,26,28,32|11|2819294293|11|6119693
2025118|2025-10-14|01,10,11,16,24,26|03|2840423562|6|8065036
2025117|2025-10-12|06,08,17,20,25,33|10|2819850462|9|7503776
2025116|2025-10-09|02,04,08,24,28,31|09|2802882002|3|7424040
2025115|2025-10-07|02,03,08,19,24,30|02|2797883669|39|5465649
2025114|2025-10-05|01,20,21,25,26,27|10|2942942799|7|7433630
2025113|2025-09-30|08,10,13,15,24,31|16|2931095408|4|10000000
2025112|2025-09-28|03,09,11,13,20,32|02|2882384020|4|10000000
2025111|2025-09-25|09,14,18,28,31,33|12|2846924292|4|9473106
2025110|2025-09-23|01,05,11,14,16,19|08|2817720121|6|7963794
2025109|2025-09-21|05,06,09,17,18,31|03|2798817511|12|6182854
2025108|2025-09-18|01,09,14,17,22,33|07|2819783316|5|8303235
2025107|2025-09-16|02,03,10,15,25,33|13|2799363828|3|10000000
2025106|2025-09-14|04,05,17,22,26,30|04|2754326369|8|7761349
2025105|2025-09-11|04,07,18,24,26,28|08|2733576679|5|7802184
2025104|2025-09-09|02,05,15,16,24,32|16|2720046642|2|10000000
2025103|2025-09-07|13,16,21,25,28,31|16|2655260007|3|10000000
2025102|2025-09-04|04,09,16,17,18,31|07|2587063782|12|5969509
2025101|2025-09-02|05,08,09,10,16,21|05|2615069983|5|8116321
2025100|2025-08-31|12,16,17,25,30,31|16|2597220563|11|7099632
2025099|2025-08-28|09,11,15,17,22,26|14|2588706689|2|10000000
2025098|2025-08-26|05,08,13,17,18,29|02|2518876889|22|5510882
2025097|2025-08-24|03,05,16,23,26,31|14|2597968523|2|10000000
2025096|2025-08-21|07,09,11,12,16,29|15|2531810580|1|10000000
2025095|2025-08-19|15,16,22,23,26,32|04|2468316703|8|7368773
2025094|2025-08-17|11,13,17,19,23,29|16|2456203693|8|7778083
2025093|2025-08-14|09,11,12,24,25,26|10|2435085847|12|6161412
2025092|2025-08-12|02,11,14,17,23,24|12|2456759248|7|7508266
2025091|2025-08-10|03,04,17,19,25,27|14|2443475122|8|7525259
2025090|2025-08-07|06,11,12,21,27,28|15|2427919422|51|5406061
2025089|2025-08-05|04,06,08,18,31,33|05|2625969286|5|8555036
2025088|2025-08-03|01,03,13,18,21,25|06|2602087534|4|10000000
2025087|2025-07-31|02,06,14,15,24,26|08|2559651509|3|9688475
2025086|2025-07-29|02,06,08,10,17,24|06|2535971590|16|5994098
2025085|2025-07-27|11,14,15,18,21,24|13|2572231246|17|6339546
2025084|2025-07-24|06,08,10,14,24,33|15|2594607446|6|8609555
2025083|2025-07-22|10,15,16,17,27,29|12|2565049782|8|7106890
2025082|2025-07-20|04,06,09,14,32,33|11|2558698192|4|9506526
2025081|2025-07-17|03,06,18,20,23,28|05|2529126398|6|8415835
2025080|2025-07-15|03,07,08,10,16,19|05|2502765112|13|6390774
2025079|2025-07-13|08,11,14,15,30,32|05|2518044933|6|8447936
2025078|2025-07-10|06,15,17,30,32,33|14|2491153983|0|0
2025077|2025-07-08|04,07,08,15,20,21|15|2412167034|9|7448353
2025076|2025-07-06|02,06,09,12,14,30|08|2396570293|4|7403293
2025075|2025-07-03|10,12,14,19,20,21|15|2390134063|12|6293619
2025074|2025-07-01|03,04,12,20,32,33|13|2407444608|5|9211242
2025073|2025-06-29|02,07,10,27,30,33|11|2374540018|19|5914846
2025072|2025-06-26|02,14,17,25,27,29|05|2421739287|8|7489467
2025071|2025-06-24|01,12,18,23,25,28|07|2406971013|3|10000000
2025070|2025-06-22|02,03,15,21,22,33|06|2371986371|5|8940684
2025069|2025-06-19|02,04,19,23,27,30|05|2342801953|3|10000000
2025068|2025-06-17|05,07,08,19,20,31|07|2290992555|24|5500308
2025067|2025-06-15|01,05,10,17,20,22|05|2377972199|13|6200625
2025066|2025-06-12|06,22,24,27,28,30|04|2400049823|10|6441022
2025065|2025-06-10|06,10,13,14,15,20|11|2410421705|4|8851267
2025064|2025-06-08|02,10,13,22,29,33|16|2388057766|10|7204019
2025063|2025-06-05|02,19,21,22,28,30|01|2377447244|12|7110664
2025062|2025-06-03|06,08,09,13,25,31|14|2367795314|6|8384899
2025061|2025-06-01|06,07,09,10,11,32|09|2341944468|6|7568637
2025060|2025-05-29|06,14,18,25,28,30|01|2329561958|2|10000000
2025059|2025-05-27|04,10,11,12,13,24|01|2266201070|4|9759733
